date,time,category,sub-category,article,branch,link
2014-10-15,16:28:38,place,ontario canada,Callander Ontario,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629729930&oldid=629725646
2014-10-15,18:40:53,place,ontario canada,Place d'Orléans,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629746779&oldid=625127006
2014-10-15,19:08:58,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629750230&oldid=582002450
2014-10-15,19:10:36,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629750413&oldid=629750230
2014-10-15,19:15:10,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629750973&oldid=629750413
2014-10-15,19:25:01,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629752188&oldid=629750973
2014-10-15,19:25:27,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629752234&oldid=629752188
2014-10-15,19:27:25,politics,politician,Janis Johnson,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=629752462&oldid=629752234
2014-10-16,11:15:08,place,europe,Gibraltar,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108270450&oldid=107396258&rcid=127592429
2014-10-16,14:16:17,politics,politics event,Incorporation of Tibet into the Peo,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629853731&oldid=627450929
2014-10-16,14:44:10,politics,organisation,Standards Council of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629857017&oldid=620632101
2014-10-16,14:45:17,aviation,airport,Aéroport d'Iqaluit,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108275934&oldid=101391478&rcid=127608257
2014-10-16,15:05:07,aviation,airport,Aéroport d'Iqaluit,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108276396&oldid=108275934&rcid=127609201
2014-10-16,16:04:27,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629866273&oldid=629832596
2014-10-16,16:06:35,disambiguation,disambiguation,McTaggart,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629866512&oldid=578391646
2014-10-16,17:48:25,science,science place,Institut suédois de météorologie et d'hydrologie,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=108280600&oldid=108256471&rcid=127618989
2014-10-16,17:50:21,template,template,Modèle:Palette Services météorologiques nationaux,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=108280631&oldid=107583708&rcid=127619100
2014-10-16,17:52:25,politics,department,SMHI,Environment Canada,http://fr.wikipedia.org/w/index.php?oldid=108280670&rcid=127619162
2014-10-16,17:53:36,template,template,Tempête Xaver,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=108280688&oldid=104040167&rcid=127619194
2014-10-16,18:02:58,file,file,File:Smhiofficesnorrkoping.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137115087&oldid=38887612&rcid=138747402
2014-10-16,18:03:41,category,category,Category:Swedish Meteorological and Hydrological Institu,Environment Canada,http://commons.wikimedia.org/w/index.php?oldid=137115129&rcid=138747442
2014-10-16,18:04:57,file,file,File:SMHI Observatoriekullen 2011.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137115204&oldid=58428349&rcid=138747512
2014-10-16,18:06:42,file,file,File:SMHI Observatoriekullen 2011.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137115292&oldid=137115204&rcid=138747596
2014-10-16,18:12:56,media,music,Wendy Son,Environment Canada,http://en.wikipedia.org/w/index.php?diff=629881387&oldid=629279932
2014-10-16,18:53:44,technology,parachute,Wingsuit flying,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629886463&oldid=627063659
2014-10-16,18:53:44,technology,parachute,Wingsuit flying,Transport Canada,http://en.wikipedia.org/w/index.php?diff=629886463&oldid=627063659
2014-10-16,18:54:43,technology,parachute,Wingsuit flying,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629886581&oldid=629886463
2014-10-16,18:54:43,technology,parachute,Wingsuit flying,Transport Canada,http://en.wikipedia.org/w/index.php?diff=629886581&oldid=629886463
2014-10-16,19:17:42,file,file,File:Tree of Wisdom Wellcome L0017329.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137118876&oldid=136572161&rcid=138751079
2014-10-16,19:20:39,file,file,File:Weather table for month of December 1777  France W,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137119047&oldid=136885464&rcid=138751240
2014-10-16,19:21:50,file,file,File:Weather table for the month of August 1776 France,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137119130&oldid=136885389&rcid=138751333
2014-10-16,19:22:22,file,file,File:Weather table for the year 1776 France Wellcome L0,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137119177&oldid=136885574&rcid=138751378
2014-10-16,19:22:59,file,file,File:Weather table for the year 1777 France Wellcome L0,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137119208&oldid=136885506&rcid=138751410
2014-10-16,19:28:25,science,theory,Cyclone Hudhud,Environment Canada,http://en.wikipedia.org/w/index.php?diff=629890573&oldid=629889455
2014-10-16,19:31:11,science,environment,King City weather radar station,Environment Canada,http://en.wikipedia.org/w/index.php?diff=629890995&oldid=627673913
2014-10-16,20:12:54,place,america,Carthage Missouri,Industry Canada,http://en.wikipedia.org/w/index.php?diff=629895891&oldid=623708512
2014-10-17,12:28:02,media,music,Glass Swords,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=629974939&oldid=629973477
2014-10-17,12:28:03,media,music,Glass Swords,Transport Canada,http://en.wikipedia.org/w/index.php?diff=629974939&oldid=629973477
2014-10-17,13:24:10,portal,portal,Portail:Apple/Matériel,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108297942&oldid=108063182&rcid=127667076
2014-10-17,13:26:45,portal,portal,Portail:Apple/Matériel,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108297982&oldid=108297942&rcid=127667193
2014-10-17,14:27:23,media,music,5th Projekt,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629986272&oldid=626276230
2014-10-17,14:28:39,media,music,5th Projekt,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629986433&oldid=629986272
2014-10-17,14:58:29,media,music,5th Projekt,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629989480&oldid=629986433
2014-10-17,15:07:13,media,music,5th Projekt,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629990404&oldid=629989480
2014-10-17,15:13:08,media,music,5th Projekt,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=629990981&oldid=629990404
2014-10-17,16:29:03,military,military rank,Canadian Forces ranks and insignia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=629999296&oldid=627874752
2014-10-17,19:08:51,place,america,Pacific Palisades Los Angeles,Industry Canada,http://en.wikipedia.org/w/index.php?diff=630016601&oldid=626695573
2014-10-17,19:48:08,talk,talk,Talk:Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630020742&oldid=629813020
2014-10-19,04:06:14,sports,football,Junior Ah You,Finance Canada,http://en.wikipedia.org/w/index.php?diff=630194560&oldid=603993582
2014-10-19,04:06:14,sports,football,Junior Ah You,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630194560&oldid=603993582
2014-10-20,13:31:08,science,medicine,Xylitol,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=630372252&oldid=629593210
2014-10-20,14:07:38,politics,royalty,Benoît XVI,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=108374937&oldid=108370836&rcid=127828349
2014-10-20,19:37:30,police,police,List of killings by law enforcement officers in Cana,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630415521&oldid=629234564
2014-10-20,19:47:08,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630416766&oldid=630345109
2014-10-20,19:50:50,police,police,List of killings by law enforcement officers in Cana,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630417254&oldid=630416042
2014-10-20,19:51:16,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630417296&oldid=630416766
2014-10-20,20:00:52,talk,talk,Talk:Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630418478&oldid=630225761
2014-10-20,20:14:15,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630420140&oldid=630417296
2014-10-21,14:07:35,police,police,List of killings by law enforcement officers in Cana,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630515546&oldid=630502700
2014-10-21,18:31:07,media,producer,Suzanne Todd,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=630547329&oldid=585226513
2014-10-21,21:30:16,media,television,List of Homestar Runner characters,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630570064&oldid=623788444
2014-10-21,21:30:18,media,television,List of Homestar Runner characters,Finance Canada,http://en.wikipedia.org/w/index.php?diff=630570064&oldid=623788444
2014-10-21,21:34:04,media,television,List of Homestar Runner characters,Finance Canada,http://en.wikipedia.org/w/index.php?diff=630570547&oldid=630570064
2014-10-21,21:34:04,media,television,List of Homestar Runner characters,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630570547&oldid=630570064
2014-10-21,21:38:50,media,television,List of Homestar Runner characters,Finance Canada,http://en.wikipedia.org/w/index.php?diff=630571148&oldid=630570547
2014-10-21,21:38:50,media,television,List of Homestar Runner characters,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630571148&oldid=630570547
2014-10-21,21:43:55,media,television,List of Homestar Runner characters,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630571837&oldid=630571148
2014-10-21,21:43:56,media,television,List of Homestar Runner characters,Finance Canada,http://en.wikipedia.org/w/index.php?diff=630571837&oldid=630571148
2014-10-21,21:49:05,politics,politician,Yvon Godin,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=630572503&oldid=626181672
2014-10-21,22:09:01,science,company,Valeant Pharmaceuticals,Environment Canada,http://en.wikipedia.org/w/index.php?diff=630575249&oldid=628670703
2014-10-22,13:11:40,wikipedia,wikipedia,Wikipedia:The Wikipedia Library/Research desk,Environment Canada,http://en.wikipedia.org/w/index.php?diff=630649004&oldid=597277640
2014-10-22,13:30:38,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630650842&oldid=625853614
2014-10-22,13:31:27,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630650931&oldid=630650842
2014-10-22,17:17:46,politics,organisation,Serjeant-at-Arms,Department of Fisheries and Oceans,http://en.wikipedia.org/w/index.php?diff=630676018&oldid=630675625
2014-10-22,17:17:46,politics,organisation,Serjeant-at-Arms,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630676018&oldid=630675625
2014-10-22,20:09:23,sports,baseball,Darin Erstad,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630696200&oldid=615539615
2014-10-23,14:42:49,talk,talk,Talk:Standards Council of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630797306&oldid=295886801
2014-10-23,15:20:38,politics,organisation,Standards Council of Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630801538&oldid=629857017
2014-10-23,17:01:32,talk,talk,Talk:Mrs Vandebilt,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=630813875&oldid=570624651
2014-10-23,18:08:50,politics,organisation,Serjeant-at-Arms,Library and Archives Canada,http://en.wikipedia.org/w/index.php?diff=630821940&oldid=630816374
2014-10-23,18:23:38,place,ontario canada,Centre Block,Library and Archives Canada,http://en.wikipedia.org/w/index.php?diff=630823654&oldid=630821443
2014-10-23,18:25:02,place,ontario canada,Centre Block,Library and Archives Canada,http://en.wikipedia.org/w/index.php?diff=630823788&oldid=630823654
2014-10-23,18:26:24,place,ontario canada,Centre Block,Library and Archives Canada,http://en.wikipedia.org/w/index.php?diff=630823966&oldid=630823788
2014-10-23,20:06:35,military,military place,NATO Research and Technology Organi,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=630836587&oldid=500294304
2014-10-24,11:14:56,terrorism,attack,2014 shootings at Parliament Hill Ottawa,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630919029&oldid=630915216
2014-10-24,13:10:19,sports,rugby,Canada national rugby union team,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=630928886&oldid=630878551
2014-10-24,13:46:52,sports,mixed martial arts,Conor McGregor,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=630932202&oldid=630927362
2014-10-24,14:03:21,sports,racing,2015 Indy Lights season,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=630933829&oldid=630726791
2014-10-24,17:40:45,media,music,List of compositions by Johann Nepomuk Hu,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=630957983&oldid=627186838
2014-10-24,18:34:42,politics,people,Franco-Ontariens,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=108490627&oldid=108464502&rcid=128047672
2014-10-25,19:42:38,media,rapper,Bobby Shmurda,Canadian Museum of Civilization,http://fr.wikipedia.org/w/index.php?diff=108518565&oldid=108213474&rcid=128107688
2014-10-26,10:35:53,politics,law,Vehicle registration plates of Cana,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=631170845&oldid=626483747
2014-10-27,01:53:18,place,asia,西灣國殤紀念墳場,Shared Services Canada,http://zh.wikipedia.org/w/index.php?diff=33091231&oldid=30820148
2014-10-27,12:01:59,file,file,File:Courant-Jet 2.png,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=137952677&oldid=117804574&rcid=139588868
2014-10-27,14:27:18,media,comic,List of Middle Eastern superheroes,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=631325773&oldid=627035435
2014-10-27,15:17:18,politics,banking,Gordon Thiessen,Department of Justice Canada,http://en.wikipedia.org/w/index.php?diff=631331406&oldid=604391517
2014-10-27,19:40:50,talk,talk,Talk:Scam City,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=631362319&oldid=627293770
2014-10-27,19:42:57,talk,talk,Talk:Scam City,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=631362604&oldid=631362477
2014-10-28,02:23:45,politics,political history,Champlain Society,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=631411140&oldid=627421006
