Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
04/11/2014,04/11/2014,Portail:Suisse/Tableau principal/Lumière sur/1 2014,,portal,portal,Environment Canada,
04/11/2014,04/11/2014,Portail:Eau/Index thématique,,portal,portal,Environment Canada,
04/11/2014,04/11/2014,Portail:Géographie/Principal,,portal,portal,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:The Shadow Knows/Travaux en cours/Œil (Cyclo,,user,user,Environment Canada,
04/11/2014,04/11/2014,Wikipédia:Lumière sur/Hydrologie de la Suisse,,wikipedia,wikipedia,Environment Canada,
04/11/2014,04/11/2014,Projet:Géographie/Évaluation/Index/1,,project,project,Environment Canada,
04/11/2014,04/11/2014,Projet:Géographie/Évaluation/Articles sélectionnés,,project,project,Environment Canada,
04/11/2014,04/11/2014,Projet:Wikipédia 1.0/Version 0.5/propositions/janvier 20,,project,project,Environment Canada,
04/11/2014,04/11/2014,Projet:Wikipédia 1.0/Version 0.5/Archive,,project,project,Environment Canada,
04/11/2014,04/11/2014,Projet:Géographie/Pages populaires,,project,project,Environment Canada,
04/11/2014,04/11/2014,Catégorie:Précipitation,,category,category,Environment Canada,
04/11/2014,04/11/2014,Catégorie:Précipitation,,category,category,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Citronic/Livres/Meteorologie,,user,user,Environment Canada,
04/11/2014,04/11/2014,Discussion:Cyclone tropical/Bon article,,talk,talk,Environment Canada,
04/11/2014,04/11/2014,Discussion:Pic Diamond,,talk,talk,Environment Canada,
04/11/2014,04/11/2014,Wikipédia:Oracle/semaine 47 2006,,wikipedia,wikipedia,Environment Canada,
04/11/2014,04/11/2014,Wikipédia:Pages les plus liées/4,,wikipedia,wikipedia,Environment Canada,
04/11/2014,04/11/2014,Wikipédia:Le Bistro/28 avril 2012,,wikipedia,wikipedia,Environment Canada,
04/11/2014,04/11/2014,Wikipédia:Lumière sur/Pluviomètre,,wikipedia,wikipedia,Environment Canada,
04/11/2014,04/11/2014,Modèle:Infobox Événement météorologique/Documentation,,template,template,Environment Canada,
04/11/2014,04/11/2014,Projet:Wikipédia 1.0/Version 0.5/Mathématiques sciences,,project,project,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Le3eFrereBrunet/Livres/Météorologie Climat ,,user,user,Environment Canada,
04/11/2014,04/11/2014,Discussion utilisateur:Pierre cb/test,,talk,talk,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Bopnrgi/testcevenol,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Bogoris/Nuage,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Alainr345/Bac à sable/Nouvelles/Lumière et a,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Psychoslave/prérequis/Exemple2,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Rayman3640/Bloc-notes/Afrique,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Guilhem/Brouillon/Géographie de l'Andalousie,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Adehertogh/bac à sable,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Feldo/Brouillon Portail de l'Afrique,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Tatmouss/Bac à sable,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Triliar/Livres/Meteorologie,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisatrice:Zorrosk/Livres/Cagnoscenza,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Peha/Bac à sable3,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Maztaw/Brouillon,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Oussama zrafi/Brouillon,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:AntonyB/Per27,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:AntonyB/Per27,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:AntonyB/Per27,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Sydo78/Brouillon,,user,user,Environment Canada,
04/11/2014,04/11/2014,Utilisateur:Khan Tengri/sandbox,,user,user,Environment Canada,
04/11/2014,04/11/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
04/11/2014,04/11/2014,News satire,,media,comedy,Shared Services Canada,
04/11/2014,04/11/2014,Bill Barilko,,sports,hockey,Canadian Department of National Defence,
04/11/2014,04/11/2014,Glossaire de la météorologie,,science,meteorology,Environment Canada,
04/11/2014,04/11/2014,Crue de projet,,science,theory,Environment Canada,
04/11/2014,04/11/2014,Crue nominale,,science,theory,Environment Canada,
04/11/2014,04/11/2014,Crue type,,science,theory,Environment Canada,
05/11/2014,05/11/2014,HMCS St. John's (FFH 340),,military,military unit,Canadian Department of National Defence,
05/11/2014,05/11/2014,NCSM St. John's (FFH 340),,military,military unit,Canadian Department of National Defence,
05/11/2014,05/11/2014,Randy Burridge,,sports,hockey,Industry Canada,
05/11/2014,05/11/2014,Grande paix de Montréal,,politics,law,Shared Services Canada,
05/11/2014,05/11/2014,Talk:River Canard Ontario,,talk,talk,Department of Fisheries and Oceans,
05/11/2014,05/11/2014,Talk:River Canard Ontario,,talk,talk,Shared Services Canada,
05/11/2014,05/11/2014,River Canard Ontario,,place,ontario canada,Shared Services Canada,
05/11/2014,05/11/2014,River Canard Ontario,,place,ontario canada,Department of Fisheries and Oceans,
05/11/2014,05/11/2014,Huron Tract,,politics,law,Department of Fisheries and Oceans,
05/11/2014,05/11/2014,Huron Tract,,politics,law,Shared Services Canada,
05/11/2014,05/11/2014,Huron Tract,,politics,law,Department of Fisheries and Oceans,
05/11/2014,05/11/2014,Huron Tract,,politics,law,Shared Services Canada,
05/11/2014,05/11/2014,Minister of Agriculture (Canada),,politics,politician,Industry Canada,
05/11/2014,05/11/2014,Dean Del Mastro,,politics,politician,Canadian House of Commons,
06/11/2014,06/11/2014,Michael Wayne McGray,,media,murderer,Shared Services Canada,
06/11/2014,06/11/2014,Equerry,,military,rank/appointment,Canadian Department of National Defence,
06/11/2014,06/11/2014,SNC-Lavalin,,company,construction company,Canadian Broadcasting Corporation,
06/11/2014,06/11/2014,SNC-Lavalin,,company,construction company,Canadian Broadcasting Corporation,
06/11/2014,06/11/2014,SNC-Lavalin,,company,construction company,Canadian Broadcasting Corporation,
06/11/2014,06/11/2014,Lake Egmont Nova Scotia,,place,nova scotia canada,Canadian Department of National Defence,
06/11/2014,06/11/2014,Star Citizen,,media,game,Shared Services Canada,
07/11/2014,07/11/2014,Technoself,,education,theory,Shared Services Canada,
07/11/2014,07/11/2014,Ahmadiyya by country,,religion,religious sect,Canadian Broadcasting Corporation,
07/11/2014,07/11/2014,Pileus (meteorology),,science,meteorology,Environment Canada,
09/11/2014,09/11/2014,Tour convective,,science,theory,Environment Canada,
10/11/2014,10/11/2014,Richacha Balengola,,media,music,Shared Services Canada,
10/11/2014,10/11/2014,Point Pelee National Park,,place,ontario canada,Shared Services Canada,
10/11/2014,10/11/2014,Canada Revenue Agency,,politics,department,Shared Services Canada,
10/11/2014,10/11/2014,Workplace Hazardous Materials Information System,,science,organisation,Shared Services Canada,
10/11/2014,10/11/2014,Workplace Hazardous Materials Information System,,science,organisation,Shared Services Canada,
10/11/2014,10/11/2014,Workplace Hazardous Materials Information System,,science,organisation,Shared Services Canada,
10/11/2014,10/11/2014,2015 Indy Lights season,,sports,racing,Natural Resources Canada,
11/11/2014,11/11/2014,Goodbyeee,,media,television,Canadian Department of National Defence,
11/11/2014,11/11/2014,Talk:Goodbyeee,,talk,talk,Canadian Department of National Defence,
12/11/2014,12/11/2014,Rôle du spectateur dans l'art,,arts,art viewer,Department of Justice Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,David Smith (Canadian senator),,politics,politician,Canadian House of Commons,
12/11/2014,12/11/2014,Trapped in the Closet,,media,music,Industry Canada,
12/11/2014,12/11/2014,Maman (sculpture),,arts,sculpture,Shared Services Canada,
12/11/2014,12/11/2014,Polar Satellite Launch Vehicle,,science,science object,Canadian Department of National Defence,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
12/11/2014,12/11/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
13/11/2014,13/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
13/11/2014,13/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
13/11/2014,13/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
13/11/2014,13/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,ATP World Tour Finals 2014,,sports,tennis,Environment Canada,
13/11/2014,13/11/2014,National Office of WHMIS,,politics,organisation,Shared Services Canada,
13/11/2014,13/11/2014,National Office of WHMIS,,politics,organisation,Shared Services Canada,
13/11/2014,13/11/2014,Azov Battalion,,military,military unit,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,SIRIUS Travel Link,,technology,radio,Shared Services Canada,
13/11/2014,13/11/2014,User talk:Philg88,,user,user,Canadian Department of National Defence,
13/11/2014,13/11/2014,Capteur à effet Hall,,science,theory,Canadian Department of National Defence,
13/11/2014,13/11/2014,Fallout (series),,media,game,Canadian Department of National Defence,
13/11/2014,13/11/2014,HMCS Montcalm,,military,military unit,Canadian Department of National Defence,
13/11/2014,13/11/2014,HMCS Montcalm,,military,military unit,Canadian Department of National Defence,
13/11/2014,13/11/2014,Talk:The Green EP (Bibio EP),,talk,talk,Department of Fisheries and Oceans,
13/11/2014,13/11/2014,Talk:The Green EP (Bibio EP),,talk,talk,Shared Services Canada,
13/11/2014,13/11/2014,The Green EP (Bibio EP),,media,music,Department of Fisheries and Oceans,
13/11/2014,13/11/2014,The Green EP (Bibio EP),,media,music,Shared Services Canada,
13/11/2014,13/11/2014,Canadian Wildlife Service,,politics,department,Environment Canada,
13/11/2014,13/11/2014,Weather records in Windsor Ontario,,poltics,poltical event,Shared Services Canada,
14/11/2014,14/11/2014,Moe Hurwitz,,military,soldier,Shared Services Canada,
14/11/2014,14/11/2014,Securities research,,science,math,Industry Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Government of Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Shared Services Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Government of Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Shared Services Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Government of Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Shared Services Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Government of Canada,
14/11/2014,14/11/2014,The Super Globetrotters,,media,television,Shared Services Canada,
14/11/2014,14/11/2014,Frank Clair,,sports,football,Shared Services Canada,
14/11/2014,14/11/2014,Godzilla (animated series),,media,television,Government of Canada,
14/11/2014,14/11/2014,Godzilla (animated series),,media,television,Shared Services Canada,
14/11/2014,14/11/2014,Arab Canadians,,politics,people,Shared Services Canada,
14/11/2014,14/11/2014,Вальдемар IV Аттердаг,,politics,royalty,Shared Services Canada,
14/11/2014,14/11/2014,Grippe,,science,medicine,Shared Services Canada,
14/11/2014,14/11/2014,Stittsville Ontario,,place,ontario canada,Natural Resources Canada,
14/11/2014,14/11/2014,2014 ATP World Tour Finals – Singles,,sports,tennis,Shared Services Canada,
14/11/2014,14/11/2014,2014 ATP World Tour Finals – Singles,,sports,tennis,Shared Services Canada,
14/11/2014,14/11/2014,2014 ATP World Tour Finals – Singles,,sports,tennis,Shared Services Canada,
14/11/2014,14/11/2014,2014 ATP World Tour Finals – Singles,,sports,tennis,Shared Services Canada,
17/11/2014,17/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
17/11/2014,17/11/2014,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
17/11/2014,17/11/2014,Old Man Winter,,media,media,Shared Services Canada,
17/11/2014,17/11/2014,David Krejčí,,sports,hockey,Shared Services Canada,
17/11/2014,17/11/2014,Lexicon,,media,language,Shared Services Canada,
17/11/2014,17/11/2014,Gord Brown,,politics,politician,Canadian House of Commons,
17/11/2014,17/11/2014,Gord Brown,,politics,politician,Canadian House of Commons,
17/11/2014,17/11/2014,Gord Brown,,politics,politician,Canadian House of Commons,
17/11/2014,17/11/2014,John Sullivan (Canadian football),,sports,football,Canadian House of Commons,
17/11/2014,17/11/2014,3rd Canadian Division,,military,military unit,Canadian Department of National Defence,
18/11/2014,18/11/2014,ATP World Tour records,,sports,tennis,Canadian Department of National Defence,
18/11/2014,18/11/2014,ATP World Tour records,,sports,tennis,Canadian Department of National Defence,
18/11/2014,18/11/2014,3rd Canadian Division,,military,military unit,Canadian Department of National Defence,
18/11/2014,18/11/2014,Centurion (char),,military,military equipment,Canadian Department of National Defence,
18/11/2014,18/11/2014,Charlotte (wrestler),,sports,wrestling,Shared Services Canada,
18/11/2014,18/11/2014,Torcida Split,,sports,soccer,Shared Services Canada,
18/11/2014,18/11/2014,File:Richacha on drums.jpg,,file,file,Shared Services Canada,
18/11/2014,18/11/2014,Air pollution,,science,theory,Environment Canada,
18/11/2014,18/11/2014,Thomas J. Lawson,,military,soldier,Department of Justice Canada,
